cty,name,kfr_imm_rA_gP_pall,kfr_imm_rA_gP_pall_l,kfr_imm_rA_gP_p100,kfr_imm_rA_gP_p100_l,kfr_imm_rA_gP_p75,kfr_imm_rA_gP_p75_l,kfr_imm_rA_gP_p25,kfr_imm_rA_gP_p25_l,kfr_imm_rA_gP_p1,kfr_imm_rA_gP_p1_l,kfr_imm_rA_gP_p50,kfr_imm_rA_gP_p50_l,kfr_imm_rA_gF_pall,kfr_imm_rA_gF_pall_l,kfr_imm_rA_gF_p100,kfr_imm_rA_gF_p100_l,kfr_imm_rA_gF_p75,kfr_imm_rA_gF_p75_l,kfr_imm_rA_gF_p25,kfr_imm_rA_gF_p25_l,kfr_imm_rA_gF_p1,kfr_imm_rA_gF_p1_l,kfr_imm_rA_gF_p50,kfr_imm_rA_gF_p50_l,kfr_imm_rA_gM_pall,kfr_imm_rA_gM_pall_l,kfr_imm_rA_gM_p100,kfr_imm_rA_gM_p100_l,kfr_imm_rA_gM_p75,kfr_imm_rA_gM_p75_l,kfr_imm_rA_gM_p25,kfr_imm_rA_gM_p25_l,kfr_imm_rA_gM_p1,kfr_imm_rA_gM_p1_l,kfr_imm_rA_gM_p50,kfr_imm_rA_gM_p50_l,kfr_imm_rP_gP_pall,kfr_imm_rP_gP_pall_l,kfr_imm_rP_gP_p100,kfr_imm_rP_gP_p100_l,kfr_imm_rP_gP_p75,kfr_imm_rP_gP_p75_l,kfr_imm_rP_gP_p25,kfr_imm_rP_gP_p25_l,kfr_imm_rP_gP_p1,kfr_imm_rP_gP_p1_l,kfr_imm_rP_gP_p50,kfr_imm_rP_gP_p50_l,kfr_imm_rP_gF_pall,kfr_imm_rP_gF_pall_l,kfr_imm_rP_gF_p100,kfr_imm_rP_gF_p100_l,kfr_imm_rP_gF_p75,kfr_imm_rP_gF_p75_l,kfr_imm_rP_gF_p25,kfr_imm_rP_gF_p25_l,kfr_imm_rP_gF_p1,kfr_imm_rP_gF_p1_l,kfr_imm_rP_gF_p50,kfr_imm_rP_gF_p50_l,kfr_imm_rP_gM_pall,kfr_imm_rP_gM_pall_l,kfr_imm_rP_gM_p100,kfr_imm_rP_gM_p100_l,kfr_imm_rP_gM_p75,kfr_imm_rP_gM_p75_l,kfr_imm_rP_gM_p25,kfr_imm_rP_gM_p25_l,kfr_imm_rP_gM_p1,kfr_imm_rP_gM_p1_l,kfr_imm_rP_gM_p50,kfr_imm_rP_gM_p50_l,kfr_imm_rB_gP_pall,kfr_imm_rB_gP_pall_l,kfr_imm_rB_gP_p100,kfr_imm_rB_gP_p100_l,kfr_imm_rB_gP_p75,kfr_imm_rB_gP_p75_l,kfr_imm_rB_gP_p25,kfr_imm_rB_gP_p25_l,kfr_imm_rB_gP_p1,kfr_imm_rB_gP_p1_l,kfr_imm_rB_gP_p50,kfr_imm_rB_gP_p50_l,kfr_imm_rB_gF_pall,kfr_imm_rB_gF_pall_l,kfr_imm_rB_gF_p100,kfr_imm_rB_gF_p100_l,kfr_imm_rB_gF_p75,kfr_imm_rB_gF_p75_l,kfr_imm_rB_gF_p25,kfr_imm_rB_gF_p25_l,kfr_imm_rB_gF_p1,kfr_imm_rB_gF_p1_l,kfr_imm_rB_gF_p50,kfr_imm_rB_gF_p50_l,kfr_imm_rB_gM_pall,kfr_imm_rB_gM_pall_l,kfr_imm_rB_gM_p100,kfr_imm_rB_gM_p100_l,kfr_imm_rB_gM_p75,kfr_imm_rB_gM_p75_l,kfr_imm_rB_gM_p25,kfr_imm_rB_gM_p25_l,kfr_imm_rB_gM_p1,kfr_imm_rB_gM_p1_l,kfr_imm_rB_gM_p50,kfr_imm_rB_gM_p50_l,kfr_imm_rW_gP_pall,kfr_imm_rW_gP_pall_l,kfr_imm_rW_gP_p100,kfr_imm_rW_gP_p100_l,kfr_imm_rW_gP_p75,kfr_imm_rW_gP_p75_l,kfr_imm_rW_gP_p25,kfr_imm_rW_gP_p25_l,kfr_imm_rW_gP_p1,kfr_imm_rW_gP_p1_l,kfr_imm_rW_gP_p50,kfr_imm_rW_gP_p50_l,kfr_imm_rW_gF_pall,kfr_imm_rW_gF_pall_l,kfr_imm_rW_gF_p100,kfr_imm_rW_gF_p100_l,kfr_imm_rW_gF_p75,kfr_imm_rW_gF_p75_l,kfr_imm_rW_gF_p25,kfr_imm_rW_gF_p25_l,kfr_imm_rW_gF_p1,kfr_imm_rW_gF_p1_l,kfr_imm_rW_gF_p50,kfr_imm_rW_gF_p50_l,kfr_imm_rW_gM_pall,kfr_imm_rW_gM_pall_l,kfr_imm_rW_gM_p100,kfr_imm_rW_gM_p100_l,kfr_imm_rW_gM_p75,kfr_imm_rW_gM_p75_l,kfr_imm_rW_gM_p25,kfr_imm_rW_gM_p25_l,kfr_imm_rW_gM_p1,kfr_imm_rW_gM_p1_l,kfr_imm_rW_gM_p50,kfr_imm_rW_gM_p50_l,kfr_imm_rH_gP_pall,kfr_imm_rH_gP_pall_l,kfr_imm_rH_gP_p100,kfr_imm_rH_gP_p100_l,kfr_imm_rH_gP_p75,kfr_imm_rH_gP_p75_l,kfr_imm_rH_gP_p25,kfr_imm_rH_gP_p25_l,kfr_imm_rH_gP_p1,kfr_imm_rH_gP_p1_l,kfr_imm_rH_gP_p50,kfr_imm_rH_gP_p50_l,kfr_imm_rH_gF_pall,kfr_imm_rH_gF_pall_l,kfr_imm_rH_gF_p100,kfr_imm_rH_gF_p100_l,kfr_imm_rH_gF_p75,kfr_imm_rH_gF_p75_l,kfr_imm_rH_gF_p25,kfr_imm_rH_gF_p25_l,kfr_imm_rH_gF_p1,kfr_imm_rH_gF_p1_l,kfr_imm_rH_gF_p50,kfr_imm_rH_gF_p50_l,kfr_imm_rH_gM_pall,kfr_imm_rH_gM_pall_l,kfr_imm_rH_gM_p100,kfr_imm_rH_gM_p100_l,kfr_imm_rH_gM_p75,kfr_imm_rH_gM_p75_l,kfr_imm_rH_gM_p25,kfr_imm_rH_gM_p25_l,kfr_imm_rH_gM_p1,kfr_imm_rH_gM_p1_l,kfr_imm_rH_gM_p50,kfr_imm_rH_gM_p50_l,kfr_imm_rNA_gP_pall,kfr_imm_rNA_gP_pall_l,kfr_imm_rNA_gP_p100,kfr_imm_rNA_gP_p100_l,kfr_imm_rNA_gP_p75,kfr_imm_rNA_gP_p75_l,kfr_imm_rNA_gP_p25,kfr_imm_rNA_gP_p25_l,kfr_imm_rNA_gP_p1,kfr_imm_rNA_gP_p1_l,kfr_imm_rNA_gP_p50,kfr_imm_rNA_gP_p50_l,kfr_imm_rNA_gF_pall,kfr_imm_rNA_gF_pall_l,kfr_imm_rNA_gF_p100,kfr_imm_rNA_gF_p100_l,kfr_imm_rNA_gF_p75,kfr_imm_rNA_gF_p75_l,kfr_imm_rNA_gF_p25,kfr_imm_rNA_gF_p25_l,kfr_imm_rNA_gF_p1,kfr_imm_rNA_gF_p1_l,kfr_imm_rNA_gF_p50,kfr_imm_rNA_gF_p50_l,kfr_imm_rNA_gM_pall,kfr_imm_rNA_gM_pall_l,kfr_imm_rNA_gM_p100,kfr_imm_rNA_gM_p100_l,kfr_imm_rNA_gM_p75,kfr_imm_rNA_gM_p75_l,kfr_imm_rNA_gM_p25,kfr_imm_rNA_gM_p25_l,kfr_imm_rNA_gM_p1,kfr_imm_rNA_gM_p1_l,kfr_imm_rNA_gM_p50,kfr_imm_rNA_gM_p50_l
cty36007,"Broome County, NY",79432,49953,124994,68199,73577,50898,55420,43963,44320,36809,61321,47153,80123,44534,169279,57436,80917,45532,58020,39198,47917,31970,65587,42268,79382,53247,104206,88358,66105,55591,51364,45619,40085,36679,56085,49987,55651,44707,88249,62733,60313,50067,41114,39051,34187,33455,49384,44114,59305,51045,97157,63808,63916,55157,40528,46036,33450,41587,50096,50032,52228,39660,77578,61424,55967,45787,41354,34053,35165,27697,48008,39776,,39019,,76250,,50249,,30328,,23602,,39694,,45696,,71739,,55793,,37908,,31019,,45427,,,,,,,,,,,,,54407,42902,76389,48872,58047,44846,44569,40865,39782,38688,50317,42754,59156,53373,91988,62152,63163,56230,43331,50512,36266,47468,51858,53199,50706,34794,62363,39200,53976,35976,47084,32687,43710,30847,50446,34256,46084,40708,116184,94485,59273,61525,34596,39529,21341,21691,45714,50831,,,,,,,,,,,,,,35486,,113101,,62016,,34275,,10156,,50045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty51520,"Bristol city, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49193,,8603,,27569,,50336,,68143,,38512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty29005,"Atchison County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36021,"Columbia County, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56243,46715,89573,51670,63358,48134,44807,44604,38136,42676,52836,46279,56914,50992,87161,66437,63886,55770,45651,44833,39925,39601,53310,49587,55620,43628,90872,39415,63090,42595,44923,45725,37571,47682,53080,44113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59385,48443,96774,55574,65410,48680,44744,42171,37899,38731,53296,45222,61017,50004,98977,80692,67402,52677,46088,31960,38614,21806,55247,41156,59016,46851,100401,40006,64307,45349,41553,51582,32047,55484,51922,48495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46055,"Haakon County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty05065,"Izard County, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31037,"Colfax County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50008,46881,1062314,55821,86199,50930,40103,46154,26495,43588,58174,48410,,43601,,13509,,28791,,50416,,66309,,39729,,51939,,87132,,63764,,46886,,38659,,54894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51516,,61924,,55270,,49449,,43905,,52632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty54081,"Raleigh County, WV",,48199,,63850,,37830,,27997,,17175,,32562,,,,,,,,,,,,,,,,,,,,,,,,,50596,47442,65466,66178,47467,45254,34202,28597,28946,19872,40129,36223,56005,48487,75127,80417,53340,35069,36665,0,31197,0,43720,14618,44612,46531,51902,47988,42485,48543,35200,49069,31794,49386,38655,48799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59610,48709,1062314,92914,74078,51694,25092,24462,9831,10912,43266,36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty42123,"Warren County, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51092,50499,67845,47696,55478,50497,45617,53616,41737,55479,50049,52090,,65592,,74180,,68086,,61196,,57668,,64279,,36412,,23205,,34613,,46623,,55135,,40256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52565,,102736,,60822,,33285,,20693,,45067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty18099,"Marshall County, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43492,53938,104154,104035,59473,68097,33456,42701,24145,31677,44368,53683,45762,50072,83467,71157,56436,57063,36635,43181,30324,36732,44881,49126,42150,62687,1062314,169726,79104,76252,31077,42495,14277,28179,50225,57590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56895,61318,1062314,129343,80587,71249,23274,38925,5076,25394,43924,52495,,,,,,,,,,,,,,,,,,,,,,,,,,46544,,76720,,56876,,41981,,29248,,49846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty37005,"Alleghany County, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47095,"Lake County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31031,"Cherry County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31149,"Rock County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty37055,"Dare County, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39169,,31402,,36247,,41701,,45034,,39020,,,,,,,,,,,,,,38258,,51703,,42691,,35280,,31131,,38956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40376,,41344,,39284,,37163,,35972,,38179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty12133,"Washington County, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29858,47644,110104,59931,50308,52004,19208,44625,6281,40783,32736,48069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28125,"Sharkey County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty01077,"Lauderdale County, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47561,39015,49061,60758,47169,45197,45437,32059,44684,25225,46245,38114,,37345,,77487,,46718,,21310,,8417,,32227,,40571,,46126,,41280,,37049,,34615,,39170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45899,,55040,,47506,,40465,,36746,,43758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20077,"Harper County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47043,"Dickson County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72416,44349,1062314,65821,88244,48543,42966,34333,29671,27144,60897,40814,,,,,,,,,,,,,,50479,,61808,,53654,,46904,,43206,,50237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44003,,63161,,47732,,34761,,28146,,40708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty55005,"Barron County, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39613,42719,64213,1062314,46524,72172,33421,27066,28195,7151,39290,45144,,46478,,1062314,,101534,,16408,,0,,44467,,39021,,62397,,46527,,34664,,28272,,40441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47173,,1062314,,75007,,30207,,11702,,48107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty19077,"Guthrie County, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36023,"Cortland County, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000,47303,67248,265633,54376,68345,44217,25742,40227,6126,48777,43065,46972,47308,119596,461000,65538,72458,34799,24964,25729,4099,46980,42826,49793,45308,59992,93645,53671,54550,48596,30996,46223,19070,51009,41934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52573,51706,148551,143198,73643,67472,42020,31620,32394,16019,54553,46435,,,,,,,,,,,,,53478,49037,155447,85518,74623,58848,42115,38531,29599,29109,56496,47465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty29001,"Adair County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41811,,55910,,45939,,36918,,32192,,41114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty29003,"Andrew County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39157,"Tuscarawas County, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51980,52783,71522,89104,49897,62745,34539,42312,28581,33028,41322,51305,,,,,,,,,,,,,,53241,,323068,,70957,,32423,,15401,,49150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53897,,91421,,62941,,41351,,31609,,50803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17051,"Fayette County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty27015,"Brown County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35932,47995,33719,35810,32799,42590,31933,50666,31553,55845,32340,46631,,49451,,35329,,43310,,54641,,61889,,49187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39107,"Mercer County, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52825,,46893,,51662,,57185,,60572,,54456,,66128,,57261,,64273,,73687,,79300,,69256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59730,,65123,,61023,,56927,,54688,,58873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty54033,"Harrison County, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55873,60909,51792,54712,53760,60416,55682,66997,56555,70992,54770,63758,,57008,,64436,,60445,,55875,,53509,,57930,,71351,,31583,,61473,,109264,,252610,,81108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56041,,51259,,55446,,60212,,63098,,57872,,55927,,67255,,59510,,52147,,48309,,55588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty19135,"Monroe County, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21071,"Floyd County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17039,"De Witt County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty12055,"Highlands County, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38688,43043,60246,53394,45973,46856,34969,40645,30540,37336,39930,43558,35956,41490,41064,46825,37536,43676,34069,40056,32781,38154,35635,41689,40700,44327,77522,63085,51961,50788,35529,41195,28480,36071,42987,45876,,45048,,39791,,43394,,47547,,49228,,45416,,,,,,,,,,,,,,,,,,,,,,,,,39548,41570,71479,46607,48339,42596,32543,38611,26731,36422,39293,40505,,44648,,22179,,37338,,57226,,72101,,46808,48008,37104,223040,266019,71579,56117,34436,10453,19823,0,50429,30291,41453,42511,50079,44616,44260,43436,40176,42317,37576,41165,42186,42943,34978,40196,51071,27287,41500,33705,34578,40410,30458,47777,37865,36950,45443,44733,41508,59398,44805,50779,47254,43719,49058,36642,45969,48019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty12049,"Hardee County, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34880,39501,32615,67325,33535,51681,34414,38550,34806,32011,33999,44527,35991,36175,30206,110040,33793,65798,37611,33910,39118,20492,35848,46518,,42663,,18594,,31851,,45648,,55626,,38319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34954,43509,11786,25356,24750,35034,35174,45449,42792,58696,29876,39433,,43108,,70432,,54698,,42287,,31940,,48238,,43092,,0,,13984,,47300,,122968,,25614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48445,"Terry County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39083,47974,26857,1062314,32625,90722,38368,41856,41040,23901,35618,61482,,38369,,1062314,,144456,,31598,,1194,,62508,36791,61061,27808,93319,31090,72416,34050,56702,35558,48756,32602,64316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40275,50789,27430,1062314,34280,106441,39829,45895,43790,10679,37008,73749,,41730,,1062314,,112456,,37408,,0,,65921,39144,63222,23829,191861,32385,89815,38789,57665,43674,33379,35402,76235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
