cty,name,kfr_native_rA_gP_pall,kfr_native_rA_gP_pall_l,kfr_native_rA_gP_p100,kfr_native_rA_gP_p100_l,kfr_native_rA_gP_p75,kfr_native_rA_gP_p75_l,kfr_native_rA_gP_p25,kfr_native_rA_gP_p25_l,kfr_native_rA_gP_p1,kfr_native_rA_gP_p1_l,kfr_native_rA_gP_p50,kfr_native_rA_gP_p50_l,kfr_native_rA_gF_pall,kfr_native_rA_gF_pall_l,kfr_native_rA_gF_p100,kfr_native_rA_gF_p100_l,kfr_native_rA_gF_p75,kfr_native_rA_gF_p75_l,kfr_native_rA_gF_p25,kfr_native_rA_gF_p25_l,kfr_native_rA_gF_p1,kfr_native_rA_gF_p1_l,kfr_native_rA_gF_p50,kfr_native_rA_gF_p50_l,kfr_native_rA_gM_pall,kfr_native_rA_gM_pall_l,kfr_native_rA_gM_p100,kfr_native_rA_gM_p100_l,kfr_native_rA_gM_p75,kfr_native_rA_gM_p75_l,kfr_native_rA_gM_p25,kfr_native_rA_gM_p25_l,kfr_native_rA_gM_p1,kfr_native_rA_gM_p1_l,kfr_native_rA_gM_p50,kfr_native_rA_gM_p50_l,kfr_native_rP_gP_pall,kfr_native_rP_gP_pall_l,kfr_native_rP_gP_p100,kfr_native_rP_gP_p100_l,kfr_native_rP_gP_p75,kfr_native_rP_gP_p75_l,kfr_native_rP_gP_p25,kfr_native_rP_gP_p25_l,kfr_native_rP_gP_p1,kfr_native_rP_gP_p1_l,kfr_native_rP_gP_p50,kfr_native_rP_gP_p50_l,kfr_native_rP_gF_pall,kfr_native_rP_gF_pall_l,kfr_native_rP_gF_p100,kfr_native_rP_gF_p100_l,kfr_native_rP_gF_p75,kfr_native_rP_gF_p75_l,kfr_native_rP_gF_p25,kfr_native_rP_gF_p25_l,kfr_native_rP_gF_p1,kfr_native_rP_gF_p1_l,kfr_native_rP_gF_p50,kfr_native_rP_gF_p50_l,kfr_native_rP_gM_pall,kfr_native_rP_gM_pall_l,kfr_native_rP_gM_p100,kfr_native_rP_gM_p100_l,kfr_native_rP_gM_p75,kfr_native_rP_gM_p75_l,kfr_native_rP_gM_p25,kfr_native_rP_gM_p25_l,kfr_native_rP_gM_p1,kfr_native_rP_gM_p1_l,kfr_native_rP_gM_p50,kfr_native_rP_gM_p50_l,kfr_native_rB_gP_pall,kfr_native_rB_gP_pall_l,kfr_native_rB_gP_p100,kfr_native_rB_gP_p100_l,kfr_native_rB_gP_p75,kfr_native_rB_gP_p75_l,kfr_native_rB_gP_p25,kfr_native_rB_gP_p25_l,kfr_native_rB_gP_p1,kfr_native_rB_gP_p1_l,kfr_native_rB_gP_p50,kfr_native_rB_gP_p50_l,kfr_native_rB_gF_pall,kfr_native_rB_gF_pall_l,kfr_native_rB_gF_p100,kfr_native_rB_gF_p100_l,kfr_native_rB_gF_p75,kfr_native_rB_gF_p75_l,kfr_native_rB_gF_p25,kfr_native_rB_gF_p25_l,kfr_native_rB_gF_p1,kfr_native_rB_gF_p1_l,kfr_native_rB_gF_p50,kfr_native_rB_gF_p50_l,kfr_native_rB_gM_pall,kfr_native_rB_gM_pall_l,kfr_native_rB_gM_p100,kfr_native_rB_gM_p100_l,kfr_native_rB_gM_p75,kfr_native_rB_gM_p75_l,kfr_native_rB_gM_p25,kfr_native_rB_gM_p25_l,kfr_native_rB_gM_p1,kfr_native_rB_gM_p1_l,kfr_native_rB_gM_p50,kfr_native_rB_gM_p50_l,kfr_native_rW_gP_pall,kfr_native_rW_gP_pall_l,kfr_native_rW_gP_p100,kfr_native_rW_gP_p100_l,kfr_native_rW_gP_p75,kfr_native_rW_gP_p75_l,kfr_native_rW_gP_p25,kfr_native_rW_gP_p25_l,kfr_native_rW_gP_p1,kfr_native_rW_gP_p1_l,kfr_native_rW_gP_p50,kfr_native_rW_gP_p50_l,kfr_native_rW_gF_pall,kfr_native_rW_gF_pall_l,kfr_native_rW_gF_p100,kfr_native_rW_gF_p100_l,kfr_native_rW_gF_p75,kfr_native_rW_gF_p75_l,kfr_native_rW_gF_p25,kfr_native_rW_gF_p25_l,kfr_native_rW_gF_p1,kfr_native_rW_gF_p1_l,kfr_native_rW_gF_p50,kfr_native_rW_gF_p50_l,kfr_native_rW_gM_pall,kfr_native_rW_gM_pall_l,kfr_native_rW_gM_p100,kfr_native_rW_gM_p100_l,kfr_native_rW_gM_p75,kfr_native_rW_gM_p75_l,kfr_native_rW_gM_p25,kfr_native_rW_gM_p25_l,kfr_native_rW_gM_p1,kfr_native_rW_gM_p1_l,kfr_native_rW_gM_p50,kfr_native_rW_gM_p50_l,kfr_native_rH_gP_pall,kfr_native_rH_gP_pall_l,kfr_native_rH_gP_p100,kfr_native_rH_gP_p100_l,kfr_native_rH_gP_p75,kfr_native_rH_gP_p75_l,kfr_native_rH_gP_p25,kfr_native_rH_gP_p25_l,kfr_native_rH_gP_p1,kfr_native_rH_gP_p1_l,kfr_native_rH_gP_p50,kfr_native_rH_gP_p50_l,kfr_native_rH_gF_pall,kfr_native_rH_gF_pall_l,kfr_native_rH_gF_p100,kfr_native_rH_gF_p100_l,kfr_native_rH_gF_p75,kfr_native_rH_gF_p75_l,kfr_native_rH_gF_p25,kfr_native_rH_gF_p25_l,kfr_native_rH_gF_p1,kfr_native_rH_gF_p1_l,kfr_native_rH_gF_p50,kfr_native_rH_gF_p50_l,kfr_native_rH_gM_pall,kfr_native_rH_gM_pall_l,kfr_native_rH_gM_p100,kfr_native_rH_gM_p100_l,kfr_native_rH_gM_p75,kfr_native_rH_gM_p75_l,kfr_native_rH_gM_p25,kfr_native_rH_gM_p25_l,kfr_native_rH_gM_p1,kfr_native_rH_gM_p1_l,kfr_native_rH_gM_p50,kfr_native_rH_gM_p50_l,kfr_native_rNA_gP_pall,kfr_native_rNA_gP_pall_l,kfr_native_rNA_gP_p100,kfr_native_rNA_gP_p100_l,kfr_native_rNA_gP_p75,kfr_native_rNA_gP_p75_l,kfr_native_rNA_gP_p25,kfr_native_rNA_gP_p25_l,kfr_native_rNA_gP_p1,kfr_native_rNA_gP_p1_l,kfr_native_rNA_gP_p50,kfr_native_rNA_gP_p50_l,kfr_native_rNA_gF_pall,kfr_native_rNA_gF_pall_l,kfr_native_rNA_gF_p100,kfr_native_rNA_gF_p100_l,kfr_native_rNA_gF_p75,kfr_native_rNA_gF_p75_l,kfr_native_rNA_gF_p25,kfr_native_rNA_gF_p25_l,kfr_native_rNA_gF_p1,kfr_native_rNA_gF_p1_l,kfr_native_rNA_gF_p50,kfr_native_rNA_gF_p50_l,kfr_native_rNA_gM_pall,kfr_native_rNA_gM_pall_l,kfr_native_rNA_gM_p100,kfr_native_rNA_gM_p100_l,kfr_native_rNA_gM_p75,kfr_native_rNA_gM_p75_l,kfr_native_rNA_gM_p25,kfr_native_rNA_gM_p25_l,kfr_native_rNA_gM_p1,kfr_native_rNA_gM_p1_l,kfr_native_rNA_gM_p50,kfr_native_rNA_gM_p50_l
cty51071,"Giles County, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42237,47226,69185,69191,50331,56212,32217,35567,22257,25098,41343,46242,43141,47046,62977,82997,49067,60952,35121,30430,27641,16351,42109,45182,41536,47275,74393,57000,50905,51609,28950,41507,16559,35666,40132,47117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43951,48599,71475,68841,51689,56738,34308,37774,23924,26938,42461,47347,45018,49453,61162,83629,49736,62752,38712,33643,32074,18890,43925,47259,43269,47772,82395,55545,53824,51008,30567,42764,16549,37245,41446,47257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty50005,"Caledonia County, VT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45446,47465,72848,59325,54271,52836,36283,41294,26756,35105,45284,47465,46303,47464,78678,62496,57044,54175,36995,40231,26977,33372,46742,47382,44685,47477,68277,56303,52086,51537,35668,42477,26567,37194,44112,47528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46462,47865,78254,59985,56057,53253,36883,41710,25869,34733,45763,47712,47371,47677,86231,63136,59563,54577,37506,40502,25503,32776,47423,47489,45672,48090,72588,56788,53491,51913,36362,43127,26079,37290,44511,47909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31005,"Arthur County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60286,,1062314,,133345,,45000,,19226,,80102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54711,,176333,,98734,,47695,,26022,,71354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48413,"Schleicher County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55078,60629,111434,79223,75920,70321,46509,54386,33065,46223,60807,62892,,44991,,65460,,55404,,39050,,31155,,47357,57914,74649,158642,80169,86052,77277,46777,71378,29732,67727,65805,74735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60665,69754,183988,74261,78612,71467,37757,66143,18062,62600,55229,69006,,53974,,48577,,51495,,57771,,62174,,54384,,78595,,83831,,81546,,77109,,73935,,79579,,48794,,81717,,66415,,47323,,35858,,56162,,33161,,71992,,54487,,35138,,23949,,43851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty72073,"Jayuya Municipio, PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47005,"Benton County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35984,38661,78072,52394,51273,45649,27538,33610,14612,26910,39350,40090,38484,41398,90220,59418,56126,50643,28350,36085,14304,28800,41616,43559,33792,35962,68073,46930,47040,41489,26747,31058,15003,24688,37242,36916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37802,39289,86608,52902,54211,46119,29004,34428,14263,27086,40545,40553,40191,43003,103829,62969,59687,53133,29020,37357,12237,28693,42468,45150,35786,35741,75011,45706,49866,40687,28744,31457,15598,24985,38787,36529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty49019,"Grand County, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45468,51513,75390,73275,54788,62004,35272,43172,24991,33893,44983,52967,44850,50277,58528,77812,49489,63203,39775,40550,34472,30341,44703,51777,45964,53264,96792,64181,59551,58810,28919,48601,12963,42772,43904,54272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47716,52067,82542,73724,57449,62329,36333,43883,24360,33627,46028,53228,46227,49912,57759,76003,49535,62598,41217,41746,36107,31128,45192,51819,49979,54650,125453,67752,66067,60844,30088,48665,10370,40955,45967,55224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28065,"Jefferson Davis County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34680,37658,74595,76084,51625,58600,30514,32427,18971,19320,41050,45703,34428,41771,71306,69179,49714,57243,29908,38342,19266,29405,39687,47847,35019,34008,81158,79593,55149,58557,31373,27649,18438,11115,43298,43707,25370,25159,61090,62171,37452,40604,24491,23585,16764,12746,31149,31982,25952,29144,75124,54205,40762,39063,25166,28174,16450,21348,33246,33635,24890,21322,47671,67152,33496,42415,24016,20460,18100,5030,28823,31150,50108,52733,68215,69756,56423,61737,44860,47987,37945,39980,50389,55094,45893,59179,66389,59702,52878,59381,40173,58753,32715,58350,46127,59081,55750,47293,70111,77988,61245,62121,51944,37995,46096,23949,56526,50370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39011,"Auglaize County, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56601,61986,91954,93257,64567,71813,39768,40442,27738,26412,51823,56107,55890,62446,88805,96614,63999,72468,41271,39253,30488,25406,52205,55162,57280,61509,95353,89596,64872,70964,37680,41781,24203,27806,51044,56999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57417,62385,93447,93685,65175,71858,41605,40982,29023,25405,52320,55978,56388,63330,90603,96514,64378,72798,42214,40361,30523,25262,52194,55436,58357,61440,95901,90340,65685,70717,40785,41772,27317,26013,52239,56465,,56960,,1062314,,95796,,35288,,5581,,59316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48119,"Delta County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42923,52479,94962,82058,59896,67059,30998,43051,16305,31780,44888,55341,44032,53124,120809,97277,66370,74106,30089,41711,13231,28305,46693,57341,41801,51592,79550,68468,54541,59701,31477,44083,18867,35669,43083,52579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45266,54596,98308,86713,60643,69707,32551,43916,16936,30530,45112,56698,45065,54493,128810,94751,66475,73470,30391,43254,11664,29145,45775,57477,46089,54548,79444,77737,56173,65425,36094,45328,24331,33642,45521,55838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty32009,"Esmeralda County, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54731,,91505,,72728,,44055,,31143,,58591,,,,,,,,,,,,,,61731,,63431,,61974,,58950,,57042,,60674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62944,,78454,,70446,,56358,,48029,,63726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17061,"Greene County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45125,49632,76097,75994,55804,61689,36467,39012,26369,28024,46081,50626,46828,53817,82666,99846,59155,73698,37668,38723,27127,24273,48047,55377,43419,45914,70428,59830,52734,52493,35099,39282,25385,31835,44129,46535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46090,50131,81322,76387,57631,62079,37380,40026,25912,27983,46707,51026,47831,53371,85071,99666,60410,73644,39504,39201,28177,23270,48951,55079,44227,47205,77080,60497,54909,53319,35617,40972,24186,33049,44711,47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty49027,"Millard County, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56141,59388,80397,66977,62829,62590,45043,54249,36006,49629,53951,58789,57418,58417,80286,60890,63239,59670,46127,57263,37664,55913,54564,58560,54886,60389,79916,73228,62077,65515,43755,51162,34230,43321,53084,59059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58120,59715,86626,66058,65671,62321,46626,55370,36151,50936,55486,59068,59855,58815,83049,59459,65788,59279,49514,58924,40484,58697,57074,59109,56480,60453,89562,73068,65619,65336,44407,51654,32717,43120,54335,59011,40996,61431,15404,71056,32810,64435,54663,55109,74511,48777,43084,59616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21127,"Lawrence County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36952,40599,74270,74721,51831,58759,31090,34326,19785,22179,41444,46779,41343,40460,74985,59801,54215,50916,34937,36209,25065,28866,44368,43756,33329,40695,70374,89212,48878,66387,28331,33133,16534,16572,38885,50109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38177,41070,77308,73324,53141,58148,32829,35372,20801,22519,42250,46713,42643,41080,79273,57590,56278,50025,36713,37366,25750,30193,45621,43705,34357,41092,72901,89486,49630,66253,29717,34051,17257,15853,39211,50099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39055,"Geauga County, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55560,57339,78452,69642,57557,59827,37669,43146,27433,34744,47523,51889,57322,58455,82954,69363,60072,60629,38935,45822,28626,38716,49157,53404,53887,56229,74304,69874,55643,58789,37138,39919,27195,29924,46552,50053,33690,30702,52950,67646,37447,41657,28277,22082,22786,9365,32997,31704,,33767,,102253,,53981,,28976,,15090,,40725,,27734,,70785,,40246,,14113,,0,,26844,56619,58168,79621,69754,58615,60359,40046,44731,29566,35800,48652,52733,58072,59054,84395,68727,60529,60896,40109,47579,29038,40331,49359,54227,55188,57268,74671,70688,56462,59505,39815,41338,30020,30415,47729,50870,67446,46540,73684,58301,64743,49943,56380,38916,51389,31474,60332,44179,,,,,,,,,,,,,,40726,,64615,,46115,,22705,,3127,,34040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36111,"Ulster County, NY",39723,44109,41962,46214,39986,44354,38189,40944,37039,39339,39022,42786,,,,,,,,,,,,,,33619,,29067,,31799,,36653,,39074,,33700,51075,47013,77600,62189,56048,51684,35787,34368,25231,25226,45830,43467,53069,49656,81946,66354,58455,54696,37028,36273,26458,27396,47378,45576,49254,44632,73482,58691,53856,49046,34688,32367,24232,22770,44441,41480,38627,29210,101559,32976,49055,30425,27110,27854,15080,26089,37879,29162,35871,34596,115833,57367,49405,41625,26297,30551,14265,23751,37843,36073,41462,24844,104445,24594,51057,24640,27346,24696,14292,24736,38581,24668,54319,48970,80450,63876,58373,53116,39110,35999,28246,25901,48012,44727,56945,51296,84802,66806,61372,55543,41157,37843,30240,28338,50322,46507,51960,46834,76643,61257,55754,50920,37285,34156,26417,23359,46006,43050,30859,38433,45000,54790,35362,44079,26325,30267,20513,20542,30660,36884,28574,38418,42295,60069,32516,46184,23582,30036,17734,19931,27849,37520,33668,38225,46184,51643,37812,42882,29585,30102,24449,19982,33568,36410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47053,"Gibson County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39709,40894,78669,69010,51646,53177,27768,29104,14794,16443,39634,41530,42465,41166,77332,73917,53316,54859,31817,27710,20649,14591,42290,41137,37224,40653,80698,64868,50252,51676,23503,30239,7793,18105,37111,41774,24713,25099,45265,35813,31333,29844,22526,23933,17161,19879,27123,26937,26531,27595,35397,52342,29411,36867,25689,25585,23488,18420,27677,31274,22439,22614,60809,18625,34230,20466,18348,22720,8338,24326,26386,21578,44257,44728,82643,70321,54272,54753,31351,31697,17865,18189,41889,43235,47172,44270,83225,78512,57125,57023,35571,27642,23580,11994,45307,41558,41569,45176,81782,64337,51906,53002,27900,34947,13302,23535,39190,44462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20027,"Clay County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50313,52149,79394,70631,58895,60644,39191,43680,29137,35173,48957,52570,56314,57030,91398,77401,65991,66922,42735,49264,31817,41020,53923,58265,44583,47516,63138,63738,50616,54941,37308,39506,29793,31017,44229,47906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51473,52813,85766,70165,60951,61071,39748,45825,28057,37091,49470,53651,57142,57270,100514,74948,68535,65829,42991,50374,29952,42131,54371,58065,45715,48704,69122,66459,52680,56784,37499,40805,28292,30947,44774,49259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty22113,"Vermilion Parish, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46797,52164,83408,75391,59381,63281,37160,43233,25916,33475,48068,53623,46242,48394,82505,72220,58315,59547,36429,39561,25624,30278,46989,49567,47408,55782,85117,78368,60752,66837,37741,46737,25930,36430,49233,57556,32125,32151,109543,90792,52255,54377,29311,30064,16989,15919,40429,41385,31452,30199,120570,106655,52715,52669,29564,25951,17714,10831,40997,38546,32658,34165,103683,89050,52692,58859,29643,33991,17024,19752,40512,45347,49641,56556,81646,70673,59656,62961,40356,49598,29557,41774,49275,56525,48546,51894,81319,67031,58545,58772,38960,44941,28179,37443,47860,51817,50700,60990,82358,74055,60933,66931,41730,54138,30830,46021,50764,61055,,38439,,21891,,28867,,40368,,50640,,34446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty09013,"Tolland County, CT",,59188,,107420,,61356,,13970,,0,,36731,,,,,,,,,,,,,,,,,,,,,,,,,58290,58230,80375,73771,57941,59652,36924,37367,26155,26399,47291,48795,60668,59728,83131,74244,60567,61114,39612,40446,29416,30952,49755,50768,56028,56699,77913,73289,55575,57797,34333,33311,22910,20232,45049,46229,45102,33030,56899,29595,47729,32074,42098,34670,38831,36508,44987,33338,50095,36466,86810,12945,56488,29430,42219,45396,35055,58563,49426,36793,42379,30379,44051,41259,42327,31484,41061,20461,40265,13087,41709,26010,59449,59489,81568,74496,58725,60526,38936,39015,27818,27125,48062,49765,61983,61151,84737,75338,61897,62296,42019,41912,31290,31494,51047,51778,57163,57800,79188,73883,56233,58811,36352,35875,24714,22110,45691,47700,45260,40398,82231,57454,46760,43707,22363,26643,7288,14714,33546,34793,48058,42187,90407,58687,49486,46096,23869,31196,8407,21891,35310,38121,38422,37856,71572,57748,43841,41463,22326,19572,9277,632,32466,30397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21201,"Robertson County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45133,50078,74938,82778,57682,64972,40519,37896,31606,25156,49115,51536,45942,46041,82546,89384,60906,65431,40571,32753,30668,18241,50439,48357,44607,51807,68907,79664,55275,65393,40883,41779,33004,29929,48318,54271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45522,50426,75532,82520,57817,64895,41605,38791,32302,24910,49197,51609,46168,48466,83555,88953,61209,65396,41704,33497,31120,17663,50575,48256,45583,53271,69594,79949,55421,65179,41856,42044,33685,28836,48390,53983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty55055,"Jefferson County, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52506,54357,76487,70971,56667,58957,37619,39380,27737,29637,47091,49525,53524,56102,78308,73194,58205,60861,39165,41205,29706,32122,48450,51063,51540,52776,74924,68851,55650,56987,36672,37179,26484,26577,46311,47785,,35926,,88219,,49194,,23563,,7321,,35735,,,,,,,,,,,,,,,,,,,,,,,,,53602,55170,77637,71995,57813,59617,40112,40116,30035,29211,48348,49937,54310,57045,77727,74796,58455,61845,41222,41607,31637,31235,49134,51403,52899,53496,77309,69458,57094,57567,38995,38615,28445,27111,47544,48529,36546,43458,58979,55668,43539,48343,30659,38490,22823,31737,36688,43218,33346,39709,47921,40204,37191,40017,27818,39745,21786,39557,32241,39877,39735,50658,90933,103881,55494,71357,30286,36274,16533,14677,41567,51848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty12089,"Nassau County, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40272,46576,61484,63178,45640,52874,29738,35836,20612,26928,37884,44778,39922,46272,63021,65159,46070,53347,29609,34758,20505,25699,37874,44157,40596,46839,60056,61639,45306,52526,29943,36673,20873,27831,37981,45305,28887,33428,100870,54889,46119,41201,23391,29536,10579,21976,34679,35301,34999,33016,586820,52357,57812,38719,27746,28732,13120,22466,42192,33750,21539,33567,44971,58002,29190,43662,18327,29653,11764,20490,23866,36462,41918,47827,61941,63098,46225,53151,31711,37107,22596,27628,38655,45317,41224,47419,63101,65207,46236,53613,30996,35546,21630,25702,38172,44400,42638,48197,60698,61951,46185,53297,32437,38837,23624,29667,39136,46540,40862,49871,46658,51588,41806,51138,37127,50441,34178,49911,39369,50790,,,,,,,,,,,,,,49065,,46499,,48852,,53110,,57027,,50892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28129,"Smith County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36839,45913,73428,83903,51173,64127,30560,34999,19250,21143,40870,49571,32976,44341,61268,100770,44642,70172,28339,31718,19201,15273,36558,49715,39991,47383,82652,74942,56416,60837,32436,37860,19558,25974,44426,50017,19530,25504,63167,43377,35087,33796,19889,24805,10906,18719,27759,29339,16803,23630,70812,69884,34124,40749,16828,22528,6166,11422,25952,31594,23666,26996,37601,34029,28971,30749,22731,26864,18788,24135,25921,28824,42089,53045,71744,79115,52443,64581,35375,42018,25254,29885,43375,53266,38852,50950,53604,99363,44222,72141,34829,36750,28955,20145,39333,52949,44391,55044,85672,66537,58549,60040,35906,48526,22912,41178,46413,54735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48243,"Jeff Davis County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44109,61365,79825,144455,59643,93072,40112,45932,30187,27502,49801,68770,,70640,,125878,,91108,,51931,,36601,,70859,,50633,,129913,,89249,,44622,,25740,,67164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58914,,97918,,78511,,49936,,35491,,64193,,75172,,129633,,97633,,62213,,45832,,78901,,,,,,,,,,,,,,63541,,1062314,,162009,,43174,,7561,,77643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38029,"Emmons County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61420,66876,67611,78941,64425,73275,60494,62561,58125,56618,62579,68399,64009,71919,65254,101369,64506,85451,63575,61022,63011,49828,64063,73427,58986,62499,70313,56919,64147,59320,56690,64766,52269,68527,60669,61577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62012,67256,68907,78894,65019,73386,60657,63292,57769,56918,62820,68651,63998,71929,65254,104455,64585,87200,63812,61816,63291,48956,64192,74254,59679,63202,71607,56298,65643,59350,59054,65969,54710,71270,62346,62173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
